"movie_name","movie_url","score","evalue_users","year","other"
"黑客帝国2：重装上阵 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1304141/",8.3,122097,2003," 美国 / 澳大利亚 / 动作 / 科幻"
"白日梦想家 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/2133323/",8.3,116051,2013," 美国 / 剧情 / 喜剧 / 冒险"
"八月迷情 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1844413/",8.3,114768,2009," 美国 / 剧情 / 音乐 / 爱情"
"巴黎，我爱你 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1783772/",8.3,114505,2006," 法国 / 德国 / 列支敦士登 / 瑞士 / 剧情 / 爱情"
"奇怪的她 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/24879820/",8.3,106839,2014," 韩国 / 喜剧 / 奇幻"
"天生一对 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1297102/",8.3,98368,1998," 美国 / 剧情 / 儿童 / 喜剧 / 爱情 / 家庭"
"嫌疑人X的献身 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/2369845/",8.3,94429,2008," 日本 / 犯罪 / 剧情 / 悬疑"
"换子疑云 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/2028666/",8.3,88893,2008," 美国 / 剧情 / 悬疑 / 惊悚"
"神探 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/2027938/",8.3,88054,2007," 香港 / 动作 / 犯罪 / 惊悚"
"买凶拍人 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1300616/",8.3,83584,2001," 香港 / 犯罪 / 动作 / 喜剧"
"八恶人 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/25787888/",8.3,82733,2015," 美国 / 剧情 / 犯罪 / 西部"
"阿黛尔的生活 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/10535568/",8.3,81881,2013," 法国 / 比利时 / 西班牙 / 突尼斯 / 剧情 / 爱情 / 同性"
"红猪 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1291838/",8.3,79420,1992," 日本 / 动画 / 冒险 / 奇幻 / 爱情"
"兵临城下 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1301726/",8.3,77334,2001," 美国 / 德国 / 英国 / 爱尔兰 / 剧情 / 历史 / 惊悚 / 战争"
"热血警探 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1806555/",8.3,74316,2007," 美国 / 法国 / 英国 / 喜剧 / 动作"
"一级恐惧 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1296217/",8.3,73515,1996," 美国 / 犯罪 / 剧情 / 悬疑 / 惊悚"
"追击者 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/3006309/",8.3,73342,2008," 韩国 / 犯罪 / 剧情 / 惊悚"
"美女与野兽 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1297995/",8.3,64986,1991," 美国 / 喜剧 / 爱情 / 动画 / 歌舞 / 奇幻"
"黄海 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/3743114/",8.3,60972,2010," 韩国 / 美国 / 香港 / 剧情 / 动作 / 犯罪"
"黑暗中的舞者 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1291562/",8.3,60718,2000," 丹麦 / 西班牙 / 阿根廷 / 德国 / 荷兰 / 意大利 / 美国 / 英国 / 法国 / 瑞典 / 芬兰 / 冰岛 / 挪威 / 剧情 / 歌舞"
"控方证人 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1296141/",9.5,52322,1957," 美国 / 剧情 / 犯罪 / 悬疑"
"城市之光 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1293908/",9.2,33266,1931," 美国 / 喜剧 / 剧情 / 爱情"
"爱・回家 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1299361/",9.1,39565,2002," 韩国 / 剧情 / 儿童 / 家庭"
"东京物语 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1291568/",9.1,38585,1953," 日本 / 剧情 / 家庭"
"我爱你 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/5908478/",9,43701,2011," 韩国 / 剧情 / 爱情"
"忠犬八公物语 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1959195/",9,41999,1987," 日本 / 剧情"
"与狼共舞 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1293764/",8.9,49477,1990," 美国 / 冒险 / 剧情 / 西部"
"天书奇谭 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1428581/",8.9,43056,1983," 中国大陆 / 动画"
"伴我同行 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1292925/",8.9,42345,1986," 美国 / 剧情 / 儿童 / 冒险"
"攻壳机动队 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1291936/",8.9,40407,1995," 日本 / 动画 / 动作 / 科幻 / 奇幻 / 惊悚"
"偷自行车的人 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1295873/",8.9,33457,1948," 意大利 / 犯罪 / 剧情"
"刺猬的优雅 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/3824274/",8.8,48544,2009," 法国 / 意大利 / 剧情"
"赛德克・巴莱(上)：太阳旗 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/10450409/",8.8,48297,2011," 台湾 / 剧情 / 历史 / 战争"
"相助 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/3792848/",8.8,47761,2011," 美国 / 印度 / 阿联酋 / 剧情"
"自闭历程 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/3236904/",8.8,38484,2010," 美国 / 剧情 / 传记"
"坠入 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1890572/",8.8,38332,2006," 美国 / 南非 / 印度 / 剧情 / 喜剧 / 奇幻 / 冒险"
"步履不停 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/2222996/",8.8,37589,2008," 日本 / 剧情 / 家庭"
"上帝也疯狂2 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1294490/",8.8,37472,1989," 博茨瓦纳 / 南非 / 美国 / 喜剧"
"小萝莉的猴神大叔 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/26393561/",8.7,53246,2015," 印度 / 剧情 / 喜剧 / 动作 / 爱情"
"再见列宁 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1292055/",8.7,53170,2003," 德国 / 剧情 / 家庭"
"跳出我天地 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1301169/",8.7,52694,2000," 英国 / 法国 / 剧情 / 儿童 / 歌舞 / 家庭"
"蓝白红三部曲之红 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1292047/",8.7,52066,1994," 法国 / 波兰 / 瑞士 / 剧情 / 爱情"
"疯狂约会美丽都 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1291565/",8.7,47967,2003," 法国 / 比利时 / 加拿大 / 英国 / 拉脱维亚 / 喜剧 / 动画"
"魔术师 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1921583/",8.7,44863,2010," 法国 / 英国 / 剧情 / 动画"
"赛德克・巴莱(下)：彩虹桥 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/6393127/",8.7,42270,2011," 台湾 / 剧情 / 历史 / 战争"
"横道世之介 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/10484041/",8.7,41991,2013," 日本 / 剧情 / 爱情"
"精英部队2：大敌当前 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/4304402/",8.7,41950,2011," 巴西 / 剧情 / 动作 / 犯罪 / 惊悚"
"河童之夏 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/2982823/",8.7,41371,2007," 日本 / 剧情 / 动画"
"沙漠之花 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/3430271/",8.7,40205,2009," 英国 / 德国 / 奥地利 / 剧情"
"四百击 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1300056/",8.7,38877,1959," 法国 / 犯罪 / 剧情"
"一个叫欧维的男人决定去死 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/26628357/",8.7,34573,2015," 瑞典 / 剧情"
"东京教父 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1310177/",8.7,34323,2003," 日本 / 冒险 / 动画 / 剧情 / 喜剧"
"奇爱博士 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1322848/",8.7,34301,1964," 美国 / 英国 / 喜剧 / 剧情"
"我的邻居山田君 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1417728/",8.7,33716,1999," 日本 / 动画 / 喜剧 / 家庭"
"迷墙 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1296157/",8.7,32190,1982," 英国 / 剧情 / 音乐"
"悲情城市 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1294194/",8.7,31848,1989," 台湾 / 香港 / 剧情"
"莫扎特传 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1293399/",8.6,59072,1984," 美国 / 传记 / 剧情 / 音乐"
"盲井（豆瓣）","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1307528/",8.6,57558,2003," 中国大陆 / 德国 / 香港 / 犯罪 / 剧情"
"天伦之旅 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/3041749/",8.6,56458,2009," 美国 / 剧情 / 家庭"
"布达佩斯之恋 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1301106/",8.6,55879,1999," 德国 / 匈牙利 / 爱情 / 剧情"
"费城故事 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1293145/",8.6,54737,1993," 美国 / 剧情 / 同性"
"对她说 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1292211/",8.6,49008,2002," 西班牙 / 剧情"
"小情人 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1394488/",8.6,46534,2004," 泰国 / 儿童 / 喜剧"
"南极大冒险 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1477448/",8.6,45155,2006," 美国 / 剧情 / 冒险"
"恶童 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1848925/",8.6,43293,2006," 日本 / 动画 / 动作 / 冒险 / 犯罪"
"我们天上见 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/3732800/",8.6,42458,2010," 中国大陆 / 剧情 / 家庭"
"老爷车 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/3026357/",8.6,41972,2008," 美国 / 德国 / 剧情"
"帝国的毁灭 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1309115/",8.6,31450,2004," 德国 / 意大利 / 奥地利 / 传记 / 剧情 / 历史 / 战争"
"蓝白红三部曲之蓝 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1292048/",8.5,59557,1993," 法国 / 波兰 / 瑞士 / 剧情 / 爱情"
"登堂入室 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/6537486/",8.5,59055,2012," 法国 / 剧情 / 悬疑"
"美国X档案 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1293527/",8.5,58154,1998," 美国 / 犯罪 / 剧情"
"结婚礼服 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/4230918/",8.5,57292,2010," 韩国 / 剧情 / 家庭"
"狗镇 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1298759/",8.5,57145,2003," 丹麦 / 瑞典 / 挪威 / 芬兰 / 英国 / 法国 / 德国 / 荷兰 / 意大利 / 剧情 / 悬疑 / 惊悚"
"阿郎的故事 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1293315/",8.5,52882,1989," 香港 / 剧情"
"狼的孩子雨和雪 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/7064681/",8.5,51508,2012," 日本 / 剧情 / 动画 / 奇幻"
"全金属外壳 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1300055/",8.5,49774,1987," 英国 / 美国 / 剧情 / 战争"
"土拨鼠之日 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1300613/",8.5,49234,1993," 美国 / 剧情 / 喜剧 / 爱情 / 奇幻"
"走出非洲 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1291840/",8.5,48458,1985," 美国 / 冒险 / 传记 / 剧情 / 爱情"
"春夏秋冬又一春 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1316580/",8.5,47805,2003," 韩国 / 德国 / 剧情"
"K星异客 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1306607/",8.5,44823,2001," 美国 / 德国 / 剧情 / 悬疑 / 科幻"
"爱 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/4798707/",8.5,42523,2012," 法国 / 德国 / 奥地利 / 剧情 / 爱情"
"我的名字叫可汗 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/3169043/",8.5,41304,2010," 印度 / 剧情 / 爱情"
"机器管家 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1292529/",8.5,41294,1999," 美国 / 德国 / 剧情 / 爱情 / 科幻 / 奇幻"
"公民凯恩 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1292288/",8.5,38926,1941," 美国 / 剧情 / 悬疑"
"安妮・霍尔 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1296987/",8.5,34842,1977," 美国 / 喜剧 / 剧情 / 爱情"
"克莱默夫妇 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1300685/",8.5,34537,1979," 美国 / 剧情 / 家庭"
"和声 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/4861627/",8.5,33878,2010," 韩国 / 剧情"
"花火 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1302642/",8.5,30935,1997," 日本 / 犯罪 / 剧情 / 爱情 / 惊悚"
"关于我母亲的一切 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1291937/",8.5,30342,2000," 西班牙 / 法国 / 剧情"
"辛普森一家 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1851906/",8.4,59973,2007," 美国 / 动画 / 冒险 / 喜剧"
"罪恶之家 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/25955491/",8.4,58734,2015," 英国 / 剧情 / 悬疑"
"盗钥匙的方法 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/6880497/",8.4,58246,2012," 日本 / 剧情 / 喜剧"
"后窗 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1299080/",8.4,57710,1954," 美国 / 悬疑 / 惊悚"
"盗火线 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1295686/",8.4,57701,1995," 美国 / 犯罪 / 剧情 / 惊悚"
"王牌对王牌 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1293434/",8.4,56662,1998," 美国 / 德国 / 动作 / 犯罪 / 剧情 / 悬疑 / 惊悚"
"单身男子 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/3275168/",8.4,56105,2009," 美国 / 剧情 / 同性"
"新世界 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/10437779/",8.4,55881,2013," 韩国 / 剧情 / 犯罪"
"梦旅人 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1301948/",8.4,55669,1996," 日本 / 剧情 / 奇幻"
"芝加哥 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1307697/",8.4,50712,2002," 美国 / 德国 / 喜剧 / 歌舞 / 犯罪"
"小羊肖恩 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/24397586/",8.4,49899,2015," 英国 / 法国 / 喜剧 / 动画 / 冒险"
"蓝白红三部曲之白 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1292049/",8.4,46064,1994," 法国 / 波兰 / 瑞士 / 喜剧 / 剧情 / 悬疑 / 爱情"
"大河恋 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1292718/",8.4,41197,1992," 美国 / 剧情 / 家庭"
"那山那人那狗 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1307766/",8.4,39666,1999," 中国大陆 / 剧情 / 家庭"
"天鹅绒金矿 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1294136/",8.4,39318,1998," 英国 / 美国 / 剧情 / 同性 / 音乐"
"阮玲玉 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1293414/",8.4,39084,1991," 香港 / 传记 / 剧情 / 爱情"
"偶滴神啊 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/19945757/",8.4,36936,2012," 印度 / 剧情 / 喜剧"
"启示 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1450031/",8.4,36695,2006," 美国 / 动作 / 冒险 / 剧情"
"凯尔经的秘密 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/3212221/",8.4,36237,2009," 爱尔兰 / 法国 / 比利时 / 剧情 / 动画 / 奇幻"
"坏孩子的天空 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1299062/",8.4,34015,1996," 日本 / 剧情"
"尼罗河上的惨案 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1302100/",8.4,31989,1978," 英国 / 犯罪 / 悬疑 / 惊悚"
"恋恋风尘 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1292330/",8.4,30422,1987," 台湾 / 剧情 / 爱情"
"摩托日记 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1309015/",8.4,30301,2004," 阿根廷 / 美国 / 智利 / 秘鲁 / 巴西 / 英国 / 德国 / 法国 / 冒险 / 传记 / 剧情"
"大空头 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/26303622/",8.3,57028,2015," 美国 / 剧情 / 传记"
"金福南杀人事件始末 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/4826419/",8.3,53187,2010," 韩国 / 剧情 / 犯罪 / 惊悚"
"百变狸猫 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1303907/",8.3,51950,1994," 日本 / 动画 / 喜剧 / 剧情 / 奇幻"
"两生花（豆瓣）","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1291877/",8.3,51475,1991," 法国 / 挪威 / 波兰 / 剧情 / 爱情 / 奇幻"
"星球大战 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1293838/",8.3,51124,1977," 美国 / 动作 / 科幻 / 冒险"
"黑洞频率 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1294183/",8.3,50475,2000," 美国 / 剧情 / 科幻 / 惊悚 / 家庭 / 犯罪"
"谜一样的双眼 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/4066125/",8.3,50077,2009," 阿根廷 / 西班牙 / 剧情 / 爱情 / 悬疑"
"推手 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1306939/",8.3,49629,1991," 台湾 / 美国 / 剧情 / 家庭"
"姐姐的守护者 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/3011049/",8.3,47269,2009," 美国 / 剧情 / 家庭"
"玫瑰人生 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1898223/",8.3,47222,2007," 法国 / 英国 / 捷克 / 传记 / 剧情 / 音乐"
"太极旗飘扬 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1304972/",8.3,46741,2004," 韩国 / 动作 / 剧情 / 战争"
"好家伙 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1292268/",8.3,46574,1990," 美国 / 剧情 / 喜剧 / 传记 / 犯罪"
"最佳出价 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/7059671/",8.3,46523,2013," 意大利 / 剧情 / 爱情 / 悬疑"
"三毛从军记 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/2132220/",8.3,45341,1992," 中国大陆 / 剧情 / 喜剧 / 战争"
"现代启示录 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1292260/",8.3,43618,1979," 美国 / 剧情 / 战争"
"超时空接触 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1295647/",8.3,43099,1997," 美国 / 剧情 / 科幻"
"异次元骇客 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1300282/",8.3,42233,1999," 德国 / 美国 / 科幻 / 悬疑 / 惊悚"
"暗花 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1292450/",8.3,41159,1998," 香港 / 犯罪 / 悬疑"
"米尔克 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/2336737/",8.3,40351,2008," 美国 / 剧情 / 传记 / 同性"
"秋天的童话 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1301912/",8.3,39893,1987," 香港 / 剧情 / 爱情"
"如父如子 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/10571509/",8.3,39842,2013," 日本 / 剧情 / 家庭"
"永不妥协 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1293050/",8.3,39380,2000," 美国 / 传记 / 剧情 / 爱情"
"母亲 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/3036460/",8.3,38649,2009," 韩国 / 剧情"
"新不了情 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1292950/",8.3,36932,1993," 香港 / 剧情 / 爱情"
"麦兜我和我妈妈 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/25884416/",8.3,36183,2014," 香港 / 中国大陆 / 喜剧 / 动画 / 家庭"
"海鸥食堂 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1892578/",8.3,34921,2006," 日本 / 喜剧 / 剧情"
"平常的心 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/6776051/",8.3,32974,2014," 美国 / 剧情 / 传记 / 同性"
"我杀了我妈妈 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/3707070/",8.3,32327,2009," 加拿大 / 剧情 / 传记 / 家庭"
"妈妈再爱我一次 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1432972/",8.3,31921,1988," 台湾 / 剧情 / 家庭"
"顽主 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1307690/",8.3,31365,1989," 中国大陆 / 剧情 / 喜剧"
"思悼 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/25859495/",8.3,31257,2015," 韩国 / 剧情 / 传记 / 历史"
"喋血双雄 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1296519/",8.3,30807,1989," 香港 / 动作 / 犯罪 / 剧情 / 惊悚"
